pubResumen,pubNumOficio,pubFechaPubli
"  Tributación que afecta Enajenación de Derechos de Agua, conforme a lo  dispuesto por el Artículo 17°, N°8, letra d), de la Ley de la Renta.  (Ord. N° 5.136, de 28.12.2005) ",5136,28-12-2005
"  Tributación de Predio Agrícola, conforme a las normas de la Letra b),  del N°1, del Artículo 20°, de la Ley de la Renta. Régimen Tributario  del Arrendador u otro Mero Tenedor que explote el Inmueble.  (Ord. N°5.059, de 26.12.2005)",5059,26-12-2005
"  Tratamiento Tributario de los Productos Exportados sin Retornos,  destinados a Promociones en el Exterior, respecto de la Normativa Legal  del Impuesto IVA y Renta.  (Ord. N°5.058, de 26.12.2005) ",5058,26-12-2005
"  Resuelve Reconsideración de Oficio Ordinario N°963, de fecha  11.04.2005 del SII.  (Ord. N° 5.057, de 26.12.2005)",5057,26-12-2005
"  Tratamiento Tributario de Enajenación de Acciones conforme a las Normas  del Artículo 17°, N°8, letra a), de la Ley de la Renta y Artículo  64°, del Código Tributario.  (Ord. N° 4.932, de 14.12.2005)",4932,14-12-2005
"  Tributación que afecta a Enajenación de Predio Agrícola, conforme a  las normas de la letra b), del N° 8, del Artículo 17°, de la Ley de  la Renta.  (Ord. N° 4.854, de 12.12.2005)",4854,12-12-2005
"  Solicita pronunciamiento relativo al Valor Tributario a considerar para  los efectos del Artículo 64°, del Código Tributario, en el caso del  Aporte de Acciones que señala.  (Ord. N° 4.849, de 12.12.2005) ",4849,12-12-2005
"  Situación Tributaria que se produce con Motivo de la Fusión de  Sociedades Chilenas con Agencias en el Exterior, conforme a las Normas  del Inciso Tercero del Artículo 41°, de la Ley de la Renta y Artículo  64°, del Código Tributario.  (Ord. N° 4.848, de 12.12.2005)",4848,12-12-2005
"  Documento válido emitido por Agencia de Aduana para los efectos de  Acreditar los Gastos de Desaduanamiento o Exportación de Mercaderías.  (Ord. N° 4.761, de 01.12.2005)",4761,01-12-2005
"  Solicita autorización para que la firma Vendedora de Automóviles que  serán destinados por su adquirente a Sorteos Gratuitos con Fines  Promocionales, Facture éstos de acuerdo a lo señalado en Ordinario N°  439, de 1977.  (Ord. N° 4.683, de 28.11.2005)",4683,28-11-2005
"  Tratamiento Tributario de Comisiones Pagadas al Exterior, conforme a las  Normas del Artículo 59°, de la Ley de la Ley de la Renta.  (Ord. N° 4.654, de 24.11.2005)",4654,24-11-2005
"  Sumas Remesadas al Exterior que no se comprenden en el Concepto de  Investigación Científica y Tecnológica para los efectos de la  Exención de Impuesto Adicional establecida en el inciso segundo del  N°2, del artículo 59, de la Ley de la Renta.  (Ord. N° 4.653, de 24.11.2005)",4653,24-11-2005
"  Improcedencia de los Empresarios Individuales, Socios de Sociedades de  Personas, y Socios Gestores de Sociedades en Comandita por Acciones, de  acogerse a las normas del Artículo 42° bis de la Ley de la Renta.  (Ord. N° 4.652, de 24.11.2005) ",4652,24-11-2005
"  El Arrendamiento de un Predio Agrícola por parte de una Sociedad  Agrícola que Tributa en Renta Presunta a otra Sociedad Agrícola que  Tributa en Renta Efectiva, no Obliga a la Arrendadora a Tributar bajo la  Renta Efectiva, conforme a las normas de la letra b), del N°1, del  artículo 20°, de la Ley de la Renta.  (Ord. N° 4.647, de 23.11.2005) ",4647,23-11-2005
"  Aplicación de las Normas de Relación en la Venta de Derechos Sociales,  de acuerdo a lo dispuesto por el inciso cuarto del Artículo 41°, de la  Ley de la Renta.  (Ord. N° 4.646, de 23.11.205) ",4646,23-11-2005
"  Calificación de Donaciones para Fines Culturales en el caso que se  indica, conforme a las Normas del Artículo 8°, de la Ley N° 18.985,  de 1990.  (Ord. N° 4.610, de 21.11.2005)",4610,21-11-2005
"  Tributación de Compensaciones Económicas a favor de cualquiera de los  Cónyuges, conforme al Artículo 61° y siguientes de la Ley N° 19.947,  sobre Matrimonio Civil, en relación con lo preceptuado por los  artículos 17°, N° 1 y 20°, N° 5, de la Ley de la Renta.  (Ord. N° 4.606, de 18.11.2005)",4606,18-11-2005
"  Tributación de Compensaciones Económicas a favor de Cónyuges de  acuerdo a lo dispuesto por el Artículo 61° y siguientes de la Ley N°  19.947, sobre Matrimonio Civil, en relación con lo preceptuado por los  artículos 17°, N ° 1 y 20°, N°5, de la Ley de la Renta.  (Ord. N° 4.605, de 18.11.2005)",4605,18-11-2005
"  Determinación del Capital Propio para los Efectos de la Patente  Municipal, a que se refiere el Artículo 24° del Decreto Ley N°3.063,  de 1979, sobre Rentas Municipales, respecto de las Sociedades  constituidas según el Artículo 41° D, de la Ley de la Renta.  (Ord. N° 4.599, de 17.11.2005)",4599,17-11-2005
"  Situación Tributarias de los Partidos Políticos respecto de las Rentas  de Capitales Mobiliarios y Arriendos que perciben, conforme a las Normas  de la Ley de la Renta.  (Ord. N° 4.451, de 14.11.2005)  ",4451,14-11-2005
"  Improcedencia de efectuar Reinversiones de Utilidades Tributables en el  caso de Contribuyentes del artículo 58°, N°1 de la Ley de la Renta,  conforme a las normas de la letra c), del N°1 de la Letra A) del  artículo 14° de la Ley precitada.  (Ord. N° 4.438, de 11.11.2005)",4438,11-11-2005
"  Aplicación del Beneficio establecido en el Artículo 55° bis de la Ley  Sobre Impuesto a la Renta.  (Ord. N°4.437, de 11.11.2005)",4437,11-11-2005
"  Tributación de Rentas de Capitales Mobiliarios obtenidas por Partido  Político, conforme a las Normas de los Artículos 20°, N°2, 18°  quater y 39°, de la Ley de la Renta.  (Ord. N° 4.335, de 07.11.2005)",4335,07-11-2005
"  Recuperación de Impuestos soportados en el Exterior, conforme a las  Normas de los Artículos 41 A y 41 C de la Ley de la Renta.  (Ord. N° 4.334, de 07.11.2005)",4334,07-11-2005
"  Tributación que afecta a Ingresos obtenidos por Venta de Madera  realizada, de acuerdo a las Normas de la Ley de la Renta.  (Ord. N° 4.275, de 26.10.2005)",4275,26-10-2005
"  Exime de la Obligación de emitir Boletas de Honorarios a Prestadores de  Servicios que se indican, conforme a lo dispuesto por la Ley N° 19.915,  de 2003, Sobre Presupuesto del Sector Público.  (Ord N° 4.085, de 19.10.2005)",4085,19-10-2005
"  Requisitos y Condiciones que deben reunir los Donantes y Donatarios para  acogerse a los beneficios Tributarios que establece el N°7 del  Artículo 31°, de la Ley de la Renta.  (Ord. N°3.988, de 13.10.2005)",3988,13-10-2005
"  Régimen Tributario al cual se encuentran afectos los Retiros de  Excedentes de Libre Disposición, conforme a lo dispuesto por el  Artículo 42° ter de la Ley de la Renta.  (Ord. N° 3.987, de 13.10.2005)",3987,13-10-2005
"  Aplicación del Artículo 15°, de la Ley N° 18.657, en relación con  las Rentas Referidas en el artículo 18° bis de la Ley de la Renta.  (Ord. N° 3.916, de 11.10.2005)",3916,11-10-2005
"  Situación Tributaria de Sociedad que efectúa Término de Giro y de sus  respectivos Socios, conforme a las Normas de los Artículos 14° y 38°  bis de la ley de la Renta.  (Ord. N° 3.796, de 30.09.2005)",3796,30-09-2005
"  Consecuencia que produce el Incumplimiento de lo establecido en el  Inciso segundo del N°1, del inciso cuarto del Artículo 59°, de la Ley  de la Renta.  (Ord. N° 3.779, de 28.09.2005)",3779,28-09-2005
"  Absuelve consultas relacionadas con el Contrato de Consultorías de  Servicios, en participación en licitación Pública, en país  extranjero, respecto de los Impuestos del Decreto Ley N° 825 y de la  Ley de la Renta.  (Ord. N° 3.778, de 28.09.2005) ",3778,28-09-2005
"  Tributación que afecta a Donación de Inmueble a un Tercero por parte  de Sociedad de responsabilidad Limitada, conforme a las normas de la Ley  de la Renta y la Ley N° 16.271, sobre Herencias, Asignaciones y  Donaciones.  (Ord. N° 3.686, de 27.09.2005)",3686,27-09-2005
"  Forma de Determinar la Renta afecta en el caso de la tenencia y  Enajenación de Instrumentos Financieros Realizados por un contribuyente  sin Domicilio ni Residencia en Chile, conforme a las Normas de los  Artículos 17°, N°8, 20°, N°2, 65°, N°1 y 68°, inciso 2°, de la  Ley de la Renta.  (Ord. N° 3.685, de 27.09.2005)",3685,27-09-2005
"  Tratamiento Tributario de las Provisiones y Castigos de Créditos  Vencidos, de Empresas y Operadores de Tarjetas de Crédito, de acuerdo a  lo dispuesto por el N°4, del artículo 31°, de la Ley de la Renta.  (Ord. N° 3.660, de 26.09.2005)",3660,26-09-2005
"  Tributación a la cual se encuentra afecta Enajenación de Bien Raíz  Agrícola que es entregado en Arriendo, conforme a las Normas de la  letra b) del N° 8 del Artículo 17°, de la Ley de la Renta y Artículo  5° transitorio de la Ley N° 18.985, de 1990.  (Ord. N° 3.659, de 26.09.2005) ",3659,26-09-2005
"  Situación Tributaria de la Adjudicación de Cuotas de Fondos Mutuos  acogidos a la letra A), del Artículo 57° bis de la Ley de la Renta a  Cónyuge que no se acoge Personalmente a dicho beneficio.  (Ord. N° 3.527, de 15.09.2005)",3527,15-09-2005
"  Tratamiento Tributario de Diferencias entre el Precio de Adquisición de  las Acciones y el Valor Libro de los Activos Monetarios por Fusión  Impropia.  (Ord. N° 3.465, de 13.09.2005) ",3465,13-09-2005
"  Determinación del Límite no Constitutito de Renta de las  Indemnizaciones por Años de Servicio, conforme a lo dispuesto por el  N° 13, del Artículo 17°, de la Ley de la Renta.  (Ord. N° 3.464,de 13.09.2005) ",3464,13-09-2005
"  Situación Tributaria de las Donaciones que se efectúen a una  Corporación, conforme a las Normas del N°7, del Artículo 31°, de la  Ley de la Renta.  ( Ord. N° 3.409, de 08.09.2005)",3409,08-09-2005
"  Obligación de Pagar Impuesto de Primera Categoría de Asociación  Gremial que entrega en Arriendo un Inmueble de su Propiedad, conforme a  las Normas del Artículo 20°, N°1, letra d) y 39°, N°3, de la Ley de  la Renta.(Ord. N° 3.272, de 02.09.2005) ",3272,02-09-2005
"  Tributación del Artículo 21°, de la Ley de la Renta que afecta a  Presunción de Retiro por el Uso y Goce de Bienes del Activo de la  Empresa por parte de sus Socios.  (Ord. N° 3.125, de 24.08.2005) ",3125,24-08-2005
"  Tributación que Afecta a los Consejeros Regionales, conforme a las  Normas del Artículo 42°, N°1, de la ley de la Renta.  (Ord. N° 3.077, de 23.08.2005)",3077,23-08-2005
"  Tratamiento Tributario de las Cotizaciones para el otorgamiento de las  Garantías Explícitas en Salud, conforme a lo dispuesto por las Leyes  N°s 18.933 y 19.966.  (Ord. N° 2.988, de 16.08.2005) ",2988,16-08-2005
"  Tributación de Remuneraciones correspondientes a Diferencias de Grado y  Niveles, Pagadas con Retraso a Trabajadores de Salud de Municipio que se  indica.  (Ord. N° 2.916, de 08.08.2005)",2916,08-08-2005
"  Forma de Tributar de Sociedad de Responsabilidad Limitada por el  Arrendamiento de Bienes Raíces no Agrícolas.  (Ord. N° 2.803, de 25.07.2005) ",2803,25-07-2005
"  Tributación aplicable a la Adquisición de un Sistema Informático en  el Exterior, conforme a lo dispuesto por el N° 2, del Artículo 59°,  de la Ley de la Renta.  (Ord. N° 2.591, de 18.07.2005)",2591,18-07-2005
"  Tributación desembolsos relacionados con la adquisición de concesiones  municipales por parte de una nueva sociedad distinta de aquella que  realizó los desembolsos para la construcción, conforme a lo dispuesto  por el artículo 31 N° 9 de la Ley de la Renta, en relación con el  artículo 37 de la Ley Orgánica Constitucional de Municipalidades.  (Ord. N° 2.512, de 08.07.2005) ",2512,08-07-2005
"  Tributación que afecta a la enajenación de bien Raíz Agrícola,  conforme a las normas de la letra b) del N° 8 del artículo 17 de la  ley del ramo, en concordancia con lo establecido en el artículo 18 de  la misma ley.  (Ord. N° 2.511, de 08.07.2005)",2511,08-07-2005
"  Tributación de Sociedad acogida a las normas del artículo 14 bis de la  Ley de la Renta.  (Ord. N° 2.493, de 06.07.2005)",2493,06-07-2005
"  Vigencia de exención del artículo 18 Ter de la Ley de la Renta,  respecto de los Fondos Mutuos Accionarios del D.L. N° 1.328, de 1976.  (Ord. N° 2.492, de 06.07.2005) ",2492,06-07-2005
"  No procede que las compañías eléctricas emitan Notas de Crédito por  las rebajas efectuadas por concepto de compensaciones, producto de la  interrupción o suspensión del suministro de energía eléctrica no  autorizada en conformidad a la ley y a los reglamentos. (Art. 2°, N°  2; Art. 57° D.L. 825, de 1974).-Improcedencia de que dichas sumas sean  calificadas como un gasto necesario para producir la renta, conforme a  las normas de la Ley de la Renta.(Ord. N° 2.491, de 06.07.2005)",2491,06-07-2005
"  Tratamiento tributario de los excedentes de libre disposición, conforme  a lo dispuesto por el artículo 42 ter de la Ley de la Renta.(Ord. N° 2.446, de 04.07.2005)",2446,04-07-2005
"  Situación tributaria de los excesos de retiros en el caso del  fallecimiento de un socio de una sociedad de responsabilidad limitada.(Ord. N° 2.331, de 28.06.2005)",2331,28-06-2005
"  Tributación que afecta la enajenación de terreno perteneciente a una  Cooperativa, según las normas de la Ley de la Renta.  (Ord. N° 2.318, de 24.06.2005) ",2318,24-06-2005
"  Requisitos y condiciones que deben cumplirse para invocar el crédito  por gastos de capacitación o el sueldo empresarial o patronal en el  caso de los propietarios o socios de empresas individuales o sociedades.  (Ord. N° 2.317, de 24.06.2005)",2317,24-06-2005
"  Reconsideración de materia contenida en el Oficio N° 3.926, de  19.08.2004, en los términos que se indican.  (Ord. N° 2.316, de 24.06.2005)",2316,24-06-2005
"  Situación tributaria de la diferencia producida entre el precio de  adquisición del 100% de los derechos sociales de una sociedad de  personas y el valor libro de los activos y pasivos de la sociedad  absorbida.  (Ord. N° 1.872, de 23.06.2005)",1872,23-06-2005
"  Concepto de Inversionista Institucional Extranjero para los fines del  artículo 18° de la Ley N° 18.657.  (Ord. N° 1.871, de 23.06.2005) ",1871,23-06-2005
"  Obligaciones tributarias que afectan a los Fondos de Inversión Privados  a que se refiere la Ley N° 18.815, de 1989.  (Ord. N° 1.836, de 16.06.2005) ",1836,16-06-2005
"  Incompetencia del Servicio, para pronunciarse sobre obligación de los  Notarios de Pagar gratificaciones legales.  (Ord. N° 1.790, de 10.06.2005) ",1790,10-06-2005
"  Tributación de Enajenación de Predio Agrícola y derechos de Agua  incluídos en el Precio de Venta de dicho Inmueble, conforme a lo  dispuesto en las letras b) y d), del N° 8, del Artículo 17° e incisos  segundo y tercero del mismo número de la Ley de la Renta, en  concordancia con lo establecido en el Artículo 18°, de la Ley de la  Renta.  (Ord. N° 1.789, de 10.06.2005) ",1789,10-06-2005
"  Situación Tributaria de Mayor Valor obtenido en la Colocación de  Acciones de Sociedad Anónima de su Propia Emisión.  (Ord. N° 1.771, de 09.06.2005)",1771,09-06-2005
"  Situación Tributaria de Constitución de Sociedad que se indica,  conforme a las Normas de la Ley de la Renta.  (Ord. N° 1.660, de 01.06 .2005)",1660,01-06-2005
"  Procedimiento para fijar la Vida útil a Bienes Internados al País en  Calidad de Usados para los efectos de Aplicar la Depreciación a que se  refiere el N° 5, del Artículo 31°, de la Ley de la Renta.  (Ord. N° 1.636, de 31.05.2005)",1636,31-05-2005
